"","ID","Year","alpha.0","beta.0","alpha.mean1","beta.mean1","alpha.calf1","beta.calf1","BP.calf1","calving.date1","recovery1","alpha.mean2","beta.mean2","alpha.calf2","beta.calf2","BP.calf2","calving.date2","BP.calfdeath2","calfdeath.date2","recovery2"
"1",4078,2015,0.350783792300224,3.58721353758962e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",4082,2015,0.270839686540235,3.12076434693002e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",4091,2015,0.330376512102339,3.46017632231577e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
